REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,COLECTIVAS,TOTAL_PERS,HOMBRES,MUJERES,DENSIDAD,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_AD,SHAPE_Leng,SHAPE_Area
10,104,10404,REGIÓN DE LOS LAGOS,PALENA,PALENA,1002,999,3,1711,886,825,0.6,107.4,49.2,26.2,23.0,499055.665408,5077216796.68
11,111,11101,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COYHAIQUE,COYHAIQUE,23999,23863,136,57818,28763,29055,7.9,99.0,47.5,34.4,13.1,1019026.96659,14834742764.599998
11,111,11102,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COYHAIQUE,LAGO VERDE,606,592,14,852,494,358,0.2,138.0,46.6,26.2,20.5,779258.452035,10678330699.8
11,112,11201,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,AYSÉN,9617,9496,121,23959,12719,11240,0.8,113.2,46.9,34.2,12.6,13196260.0802,61944075459.3
11,112,11202,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,CISNES,2940,2806,134,6517,3922,2595,0.4,151.1,35.4,25.6,9.8,9570064.76152,30225633306.8
11,112,11203,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,GUAITECAS,690,677,13,1843,1166,677,2.9,172.2,32.4,23.8,8.6,1279899.6345,1211369794.32
11,113,11301,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,CAPITÁN PRAT,COCHRANE,1771,1726,45,3490,1902,1588,0.4,119.8,43.4,29.9,13.5,868268.340135,18804271743.4
11,113,11302,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,CAPITÁN PRAT,O'HIGGINS,363,345,18,625,374,251,0.1,149.0,39.8,30.2,9.6,809630.583046,17619864339.2
11,113,11303,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,CAPITÁN PRAT,TORTEL,320,303,17,523,285,238,0.0,119.7,43.3,33.7,9.6,12963181.1673,44929437799.1
11,114,11401,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,GENERAL CARRERA,CHILE CHICO,2602,2560,42,4865,2577,2288,0.8,112.6,46.1,29.1,17.0,702151.1085,12245257156.2
11,114,11402,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,GENERAL CARRERA,RÍO IBÁÑEZ,1813,1785,28,2666,1445,1221,0.4,118.3,49.0,26.6,22.5,616637.394445,12545169348.9
12,121,12101,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,50501,50297,204,131592,65538,66054,7.4,99.2,44.3,27.2,17.1,23890618.442300003,50360774879.399994
12,121,12102,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,LAGUNA BLANCA,285,274,11,274,191,83,0.1,230.1,38.4,23.7,14.6,509762.682648,9341688958.39
12,121,12103,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,RÍO VERDE,231,204,27,617,522,95,0.1,549.5,8.1,2.3,5.8,6348059.2376,25055775218.4
12,121,12104,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,SAN GREGORIO,372,344,28,799,619,180,0.1,343.9,17.5,10.0,7.5,952277.962615,17994593054.3
12,122,12201,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ANTÁRTICA CHILENA,CABO DE HORNOS,762,716,46,2063,1195,868,0.1,137.7,39.3,34.9,4.4,20655966.6326,47830572063.5
12,122,12202,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ANTÁRTICA CHILENA,ANTÁRTICA,17,9,8,138,126,12,0.0,1050.0,6.2,6.2,0.0,54485476.8457,24525685068500.0
12,123,12301,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,TIERRA DEL FUEGO,PORVENIR,3187,3127,60,6801,3993,2808,0.9,142.2,39.2,25.7,13.5,898301.323071,20462072270.7
12,123,12302,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,TIERRA DEL FUEGO,PRIMAVERA,472,399,73,1158,930,228,0.3,407.9,14.3,9.2,5.1,729898.197608,11662605828.7
12,123,12303,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,TIERRA DEL FUEGO,TIMAUKEL,214,206,8,405,343,62,0.0,553.2,15.1,8.0,7.1,2862313.32869,32044560331.099995
12,124,12401,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,NATALES,9369,9259,110,21477,10992,10485,0.4,104.8,46.7,27.8,18.8,50997972.1935,121366355538.0
12,124,12402,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,TORRES DEL PAINE,226,188,38,1209,800,409,0.2,195.6,11.8,4.4,7.4,789209.528182,16607397275.1
