"agno","mes","dia","valor","sitio"
1997,11,1,91.7,"Manquehue Temuco"
1997,12,1,43,"Manquehue Temuco"
1998,1,1,7.5,"Manquehue Temuco"
1998,2,1,46,"Manquehue Temuco"
1998,3,1,15.6,"Manquehue Temuco"
1998,4,1,25.4,"Manquehue Temuco"
1998,5,1,74.5,"Manquehue Temuco"
1998,6,1,78.4,"Manquehue Temuco"
1998,7,1,69.7,"Manquehue Temuco"
1998,8,1,152.7,"Manquehue Temuco"
1998,9,1,64.6,"Manquehue Temuco"
1998,10,1,5.3,"Manquehue Temuco"
1998,11,1,23.5,"Manquehue Temuco"
1998,12,1,47.7,"Manquehue Temuco"
1999,1,1,28.7,"Manquehue Temuco"
1999,2,1,35,"Manquehue Temuco"
1999,3,1,55.1,"Manquehue Temuco"
1999,4,1,28.9,"Manquehue Temuco"
1999,5,1,141.7,"Manquehue Temuco"
1999,6,1,267,"Manquehue Temuco"
1999,7,1,91.8,"Manquehue Temuco"
1999,8,1,154,"Manquehue Temuco"
1999,9,1,136.9,"Manquehue Temuco"
1999,10,1,26.2,"Manquehue Temuco"
1999,11,1,32.2,"Manquehue Temuco"
1999,12,1,10.2,"Manquehue Temuco"
2000,1,1,5,"Manquehue Temuco"
2000,2,1,129.2,"Manquehue Temuco"
2000,3,1,31.2,"Manquehue Temuco"
2000,4,1,91.1,"Manquehue Temuco"
2000,5,1,78.6,"Manquehue Temuco"
2000,6,1,459.9,"Manquehue Temuco"
2000,7,1,159.2,"Manquehue Temuco"
2000,8,1,112.7,"Manquehue Temuco"
2000,9,1,144.7,"Manquehue Temuco"
2000,10,1,72.1,"Manquehue Temuco"
2000,11,1,63,"Manquehue Temuco"
2000,12,1,48.3,"Manquehue Temuco"
2001,1,1,80.2,"Manquehue Temuco"
2001,2,1,7.4,"Manquehue Temuco"
2001,3,1,58.7,"Manquehue Temuco"
2001,4,1,59.8,"Manquehue Temuco"
2001,5,1,217.8,"Manquehue Temuco"
2001,6,1,221.4,"Manquehue Temuco"
2001,7,1,241.7,"Manquehue Temuco"
2001,8,1,90.3,"Manquehue Temuco"
2001,9,1,35.9,"Manquehue Temuco"
2001,10,1,35.2,"Manquehue Temuco"
2001,11,1,96.9,"Manquehue Temuco"
2001,12,1,0.6,"Manquehue Temuco"
2002,1,1,27.8,"Manquehue Temuco"
2002,2,1,30,"Manquehue Temuco"
2002,3,1,134.8,"Manquehue Temuco"
2002,4,1,93.5,"Manquehue Temuco"
2002,5,1,198.6,"Manquehue Temuco"
2002,6,1,143.8,"Manquehue Temuco"
2002,7,1,113.6,"Manquehue Temuco"
2002,8,1,129.1,"Manquehue Temuco"
2002,9,1,138.5,"Manquehue Temuco"
2002,10,1,271.5,"Manquehue Temuco"
2002,11,1,114.8,"Manquehue Temuco"
2002,12,1,80.1,"Manquehue Temuco"
2003,1,1,19.4,"Manquehue Temuco"
2003,2,1,6.2,"Manquehue Temuco"
2003,3,1,22.1,"Manquehue Temuco"
2003,4,1,27.2,"Manquehue Temuco"
2003,5,1,40.5,"Manquehue Temuco"
2003,6,1,296.6,"Manquehue Temuco"
2003,7,1,154.6,"Manquehue Temuco"
2003,8,1,77.4,"Manquehue Temuco"
2003,9,1,114.5,"Manquehue Temuco"
2003,10,1,77.8,"Manquehue Temuco"
2003,11,1,81.8,"Manquehue Temuco"
2003,12,1,57.4,"Manquehue Temuco"
2004,1,1,8.3,"Manquehue Temuco"
2004,2,1,34.4,"Manquehue Temuco"
2004,3,1,48.9,"Manquehue Temuco"
2004,4,1,170.8,"Manquehue Temuco"
2004,5,1,18.9,"Manquehue Temuco"
2004,6,1,249.6,"Manquehue Temuco"
2004,7,1,185.8,"Manquehue Temuco"
2004,8,1,102.6,"Manquehue Temuco"
2004,9,1,91.8,"Manquehue Temuco"
2004,10,1,196.2,"Manquehue Temuco"
2004,11,1,90.4,"Manquehue Temuco"
2004,12,1,36.4,"Manquehue Temuco"
2005,1,1,33,"Manquehue Temuco"
2005,2,1,2,"Manquehue Temuco"
2005,3,1,60.6,"Manquehue Temuco"
2005,4,1,45.4,"Manquehue Temuco"
2005,5,1,344.5,"Manquehue Temuco"
2005,6,1,275.5,"Manquehue Temuco"
2005,7,1,125.2,"Manquehue Temuco"
2005,8,1,192.9,"Manquehue Temuco"
2005,9,1,91.3,"Manquehue Temuco"
2005,10,1,62.1,"Manquehue Temuco"
2005,11,1,162,"Manquehue Temuco"
2005,12,1,63.6,"Manquehue Temuco"
2006,1,1,85.8,"Manquehue Temuco"
2006,2,1,44.2,"Manquehue Temuco"
2006,3,1,59.2,"Manquehue Temuco"
2006,4,1,153.6,"Manquehue Temuco"
2006,5,1,107.4,"Manquehue Temuco"
2006,6,1,311.1,"Manquehue Temuco"
2006,7,1,215.6,"Manquehue Temuco"
2006,8,1,128,"Manquehue Temuco"
2006,9,1,128.8,"Manquehue Temuco"
2006,10,1,86.4,"Manquehue Temuco"
2006,11,1,19.7,"Manquehue Temuco"
2006,12,1,77.9,"Manquehue Temuco"
2007,1,1,12.8,"Manquehue Temuco"
2007,2,1,56,"Manquehue Temuco"
2007,3,1,17.2,"Manquehue Temuco"
2007,4,1,115.7,"Manquehue Temuco"
2007,5,1,79.2,"Manquehue Temuco"
2007,6,1,197.4,"Manquehue Temuco"
2007,7,1,180,"Manquehue Temuco"
2007,8,1,131.4,"Manquehue Temuco"
2007,9,1,63.6,"Manquehue Temuco"
2007,10,1,63.9,"Manquehue Temuco"
2007,11,1,23.6,"Manquehue Temuco"
2007,12,1,48,"Manquehue Temuco"
2008,1,1,10.6,"Manquehue Temuco"
2008,2,1,14.7,"Manquehue Temuco"
2008,3,1,32.7,"Manquehue Temuco"
2008,4,1,60.9,"Manquehue Temuco"
2008,5,1,208.6,"Manquehue Temuco"
2008,6,1,118.6,"Manquehue Temuco"
2008,7,1,167.5,"Manquehue Temuco"
2008,8,1,294.1,"Manquehue Temuco"
2008,9,1,41.2,"Manquehue Temuco"
2008,10,1,35.6,"Manquehue Temuco"
2008,11,1,53.8,"Manquehue Temuco"
2008,12,1,12.1,"Manquehue Temuco"
2009,1,1,12.6,"Manquehue Temuco"
2009,2,1,49.4,"Manquehue Temuco"
2009,3,1,14,"Manquehue Temuco"
2009,4,1,59.2,"Manquehue Temuco"
2009,5,1,224.6,"Manquehue Temuco"
2009,6,1,154.5,"Manquehue Temuco"
2009,7,1,80.2,"Manquehue Temuco"
2009,8,1,248.9,"Manquehue Temuco"
2009,9,1,90.2,"Manquehue Temuco"
2009,10,1,131.4,"Manquehue Temuco"
2009,11,1,92.7,"Manquehue Temuco"
2009,12,1,61.8,"Manquehue Temuco"
2010,1,1,35.4,"Manquehue Temuco"
2010,2,1,70,"Manquehue Temuco"
2010,3,1,50,"Manquehue Temuco"
2010,4,1,14.6,"Manquehue Temuco"
2010,5,1,42.2,"Manquehue Temuco"
2010,6,1,170.6,"Manquehue Temuco"
2010,7,1,169.1,"Manquehue Temuco"
2010,8,1,125.8,"Manquehue Temuco"
2010,9,1,27.6,"Manquehue Temuco"
2010,10,1,50.3,"Manquehue Temuco"
2010,11,1,46.4,"Manquehue Temuco"
2010,12,1,58.6,"Manquehue Temuco"
2011,1,1,61.2,"Manquehue Temuco"
2011,2,1,40.4,"Manquehue Temuco"
2011,3,1,69.4,"Manquehue Temuco"
2011,4,1,114.8,"Manquehue Temuco"
2011,5,1,121.6,"Manquehue Temuco"
2011,6,1,157.4,"Manquehue Temuco"
2011,7,1,115.1,"Manquehue Temuco"
2011,8,1,166.6,"Manquehue Temuco"
2011,9,1,121.2,"Manquehue Temuco"
2011,10,1,43,"Manquehue Temuco"
2011,11,1,45.2,"Manquehue Temuco"
2011,12,1,9.8,"Manquehue Temuco"
2012,1,1,18.6,"Manquehue Temuco"
2012,2,1,81.2,"Manquehue Temuco"
2012,3,1,27.7,"Manquehue Temuco"
2012,4,1,34.6,"Manquehue Temuco"
2012,5,1,127.4,"Manquehue Temuco"
2012,6,1,225.8,"Manquehue Temuco"
2012,7,1,100.2,"Manquehue Temuco"
2012,8,1,85.8,"Manquehue Temuco"
2012,9,1,57.4,"Manquehue Temuco"
2012,10,1,43.4,"Manquehue Temuco"
2012,11,1,43.9,"Manquehue Temuco"
2012,12,1,109,"Manquehue Temuco"
2013,1,1,12.2,"Manquehue Temuco"
2013,2,1,52.6,"Manquehue Temuco"
2013,3,1,20.4,"Manquehue Temuco"
2013,4,1,41.8,"Manquehue Temuco"
2013,5,1,135.4,"Manquehue Temuco"
2013,6,1,95.7,"Manquehue Temuco"
2013,7,1,101.4,"Manquehue Temuco"
2013,8,1,143.7,"Manquehue Temuco"
2013,9,1,72.2,"Manquehue Temuco"
2013,10,1,42.4,"Manquehue Temuco"
2013,11,1,50.2,"Manquehue Temuco"
2013,12,1,10.2,"Manquehue Temuco"
2014,1,1,83.5,"Manquehue Temuco"
2014,2,1,18.4,"Manquehue Temuco"
2014,3,1,74,"Manquehue Temuco"
2014,4,1,61,"Manquehue Temuco"
2014,5,1,159.2,"Manquehue Temuco"
2014,6,1,196.4,"Manquehue Temuco"
2014,7,1,145.4,"Manquehue Temuco"
2014,12,1,25,"Manquehue Temuco"
2015,1,1,0,"Manquehue Temuco"
2015,2,1,0.3,"Manquehue Temuco"
2015,3,1,3.3,"Manquehue Temuco"
2015,4,1,45,"Manquehue Temuco"
2015,5,1,238,"Manquehue Temuco"
2015,6,1,205.9,"Manquehue Temuco"
2015,7,1,227.8,"Manquehue Temuco"
2015,8,1,179.3,"Manquehue Temuco"
2015,9,1,127.9,"Manquehue Temuco"
2015,10,1,60.2,"Manquehue Temuco"
2015,11,1,28.2,"Manquehue Temuco"
2015,12,1,52.1,"Manquehue Temuco"
2016,1,1,12,"Manquehue Temuco"
2016,2,1,7.2,"Manquehue Temuco"
2016,3,1,29.9,"Manquehue Temuco"
2016,4,1,60.2,"Manquehue Temuco"
2016,5,1,79.2,"Manquehue Temuco"
2016,6,1,29.6,"Manquehue Temuco"
2016,7,1,232.9,"Manquehue Temuco"
2016,8,1,128.2,"Manquehue Temuco"
2016,9,1,29.9,"Manquehue Temuco"
2016,10,1,87.4,"Manquehue Temuco"
2016,11,1,36,"Manquehue Temuco"
2016,12,1,83.3,"Manquehue Temuco"
2017,1,1,25.7,"Manquehue Temuco"
2017,2,1,74.2,"Manquehue Temuco"
2017,3,1,58,"Manquehue Temuco"
2017,4,1,82.8,"Manquehue Temuco"
2017,5,1,121.8,"Manquehue Temuco"
2017,6,1,259.1,"Manquehue Temuco"
2017,8,1,228.3,"Manquehue Temuco"
2017,9,1,65.6,"Manquehue Temuco"
2017,10,1,106,"Manquehue Temuco"
2017,11,1,31,"Manquehue Temuco"
2017,12,1,33.2,"Manquehue Temuco"
2018,1,1,24.9,"Manquehue Temuco"
2018,2,1,11.4,"Manquehue Temuco"
2018,3,1,113.1,"Manquehue Temuco"
2018,4,1,145.3,"Manquehue Temuco"
2018,5,1,122.1,"Manquehue Temuco"
2018,6,1,183.9,"Manquehue Temuco"
2018,7,1,57.1,"Manquehue Temuco"
2018,8,1,105.1,"Manquehue Temuco"
2018,9,1,129.3,"Manquehue Temuco"
2018,10,1,103.8,"Manquehue Temuco"
2018,11,1,60.9,"Manquehue Temuco"
2018,12,1,36.2,"Manquehue Temuco"
2019,1,1,9.5,"Manquehue Temuco"
2019,2,1,5.1,"Manquehue Temuco"
2019,3,1,28.8,"Manquehue Temuco"
2019,4,1,29.1,"Manquehue Temuco"
2019,5,1,128,"Manquehue Temuco"
2019,6,1,240.5,"Manquehue Temuco"
2019,7,1,156.5,"Manquehue Temuco"
2019,8,1,70.3,"Manquehue Temuco"
2019,9,1,48.4,"Manquehue Temuco"
2019,10,1,38.7,"Manquehue Temuco"
2019,11,1,32.6,"Manquehue Temuco"
2019,12,1,14.8,"Manquehue Temuco"
2020,1,1,16,"Manquehue Temuco"
2020,2,1,23.2,"Manquehue Temuco"
2020,3,1,9.2,"Manquehue Temuco"
2020,4,1,25.9,"Manquehue Temuco"
2020,5,1,90.5,"Manquehue Temuco"
2020,6,1,187.2,"Manquehue Temuco"
2020,7,1,230.5,"Manquehue Temuco"
2020,8,1,78,"Manquehue Temuco"
2020,9,1,61.2,"Manquehue Temuco"
2020,10,1,54.4,"Manquehue Temuco"
2020,11,1,7.3,"Manquehue Temuco"
2020,12,1,40.3,"Manquehue Temuco"
2021,1,1,58.8,"Manquehue Temuco"
2021,2,1,2.4,"Manquehue Temuco"
2021,3,1,9.8,"Manquehue Temuco"
2021,4,1,45.5,"Manquehue Temuco"
2021,5,1,167.9,"Manquehue Temuco"
2021,6,1,120.2,"Manquehue Temuco"
2021,7,1,58.1,"Manquehue Temuco"
2021,8,1,126.3,"Manquehue Temuco"
2021,9,1,60.9,"Manquehue Temuco"
2021,10,1,41.5,"Manquehue Temuco"
2021,11,1,18.4,"Manquehue Temuco"
2021,12,1,5.8,"Manquehue Temuco"
2022,1,1,62.5,"Manquehue Temuco"
2022,2,1,21.5,"Manquehue Temuco"
2022,3,1,66.8,"Manquehue Temuco"
2022,4,1,137.8,"Manquehue Temuco"
2022,5,1,64.2,"Manquehue Temuco"
2022,6,1,206.6,"Manquehue Temuco"
2022,7,1,187.2,"Manquehue Temuco"
2022,8,1,112.6,"Manquehue Temuco"
2022,9,1,38.9,"Manquehue Temuco"
2022,10,1,86.9,"Manquehue Temuco"
2022,11,1,23.9,"Manquehue Temuco"
2022,12,1,22.8,"Manquehue Temuco"
2023,1,1,8.4,"Manquehue Temuco"
2023,2,1,1.8,"Manquehue Temuco"
2023,5,1,20.4,"Manquehue Temuco"
2023,6,1,106.9,"Manquehue Temuco"
2023,7,1,159,"Manquehue Temuco"
2023,8,1,196.3,"Manquehue Temuco"
2023,9,1,152.8,"Manquehue Temuco"
2023,10,1,40.4,"Manquehue Temuco"
2023,11,1,63.7,"Manquehue Temuco"
2023,12,1,24.3,"Manquehue Temuco"
2024,1,1,2.5,"Manquehue Temuco"
2024,2,1,6.7,"Manquehue Temuco"
2024,3,1,73.9,"Manquehue Temuco"
2024,4,1,114.3,"Manquehue Temuco"
2024,5,1,116.1,"Manquehue Temuco"
2024,6,1,305.7,"Manquehue Temuco"
2024,7,1,44.3,"Manquehue Temuco"
2024,8,1,74.7,"Manquehue Temuco"
2024,9,1,147.1,"Manquehue Temuco"
2024,10,1,24.2,"Manquehue Temuco"
2024,11,1,59.4,"Manquehue Temuco"
2024,12,1,5.6,"Manquehue Temuco"
2025,1,1,14.4,"Manquehue Temuco"
2025,2,1,7.6,"Manquehue Temuco"
2025,3,1,59.3,"Manquehue Temuco"
2025,4,1,141,"Manquehue Temuco"
1950,1,1,1.4,"Pichoy Valdivia"
1950,2,1,55.4,"Pichoy Valdivia"
1950,3,1,113.6,"Pichoy Valdivia"
1950,4,1,273.9,"Pichoy Valdivia"
1950,5,1,575.2,"Pichoy Valdivia"
1950,6,1,537.9,"Pichoy Valdivia"
1950,7,1,261.9,"Pichoy Valdivia"
1950,8,1,441.2,"Pichoy Valdivia"
1950,9,1,178.2,"Pichoy Valdivia"
1950,12,1,68.6,"Pichoy Valdivia"
1951,1,1,124.2,"Pichoy Valdivia"
1951,2,1,47.6,"Pichoy Valdivia"
1951,3,1,59.3,"Pichoy Valdivia"
1951,4,1,32,"Pichoy Valdivia"
1951,5,1,1126.6,"Pichoy Valdivia"
1951,6,1,629,"Pichoy Valdivia"
1951,7,1,490.3,"Pichoy Valdivia"
1951,8,1,263.6,"Pichoy Valdivia"
1951,9,1,317.1,"Pichoy Valdivia"
1951,10,1,106.3,"Pichoy Valdivia"
1951,11,1,178.3,"Pichoy Valdivia"
1951,12,1,53.5,"Pichoy Valdivia"
1952,5,1,285.4,"Pichoy Valdivia"
1952,6,1,173.2,"Pichoy Valdivia"
1952,7,1,225,"Pichoy Valdivia"
1952,8,1,234.4,"Pichoy Valdivia"
1952,9,1,66.2,"Pichoy Valdivia"
1952,10,1,66.2,"Pichoy Valdivia"
1952,11,1,66.4,"Pichoy Valdivia"
1952,12,1,1.9,"Pichoy Valdivia"
1953,1,1,189.9,"Pichoy Valdivia"
1953,2,1,59.9,"Pichoy Valdivia"
1953,3,1,108.9,"Pichoy Valdivia"
1953,4,1,66.2,"Pichoy Valdivia"
1953,5,1,617.9,"Pichoy Valdivia"
1953,6,1,332,"Pichoy Valdivia"
1953,7,1,437.6,"Pichoy Valdivia"
1953,8,1,480.2,"Pichoy Valdivia"
1953,9,1,464,"Pichoy Valdivia"
1953,10,1,82.4,"Pichoy Valdivia"
1953,11,1,28.5,"Pichoy Valdivia"
1953,12,1,72.5,"Pichoy Valdivia"
1954,1,1,33.9,"Pichoy Valdivia"
1954,2,1,62.6,"Pichoy Valdivia"
1954,3,1,11.4,"Pichoy Valdivia"
1954,4,1,299.2,"Pichoy Valdivia"
1954,5,1,259.5,"Pichoy Valdivia"
1954,6,1,317.2,"Pichoy Valdivia"
1954,7,1,389.9,"Pichoy Valdivia"
1954,8,1,230.3,"Pichoy Valdivia"
1954,9,1,216.4,"Pichoy Valdivia"
1954,10,1,92.3,"Pichoy Valdivia"
1954,11,1,58.1,"Pichoy Valdivia"
1954,12,1,80,"Pichoy Valdivia"
1955,1,1,80.9,"Pichoy Valdivia"
1955,2,1,61.8,"Pichoy Valdivia"
1955,3,1,52.9,"Pichoy Valdivia"
1955,4,1,0,"Pichoy Valdivia"
1955,5,1,128.5,"Pichoy Valdivia"
1955,6,1,302,"Pichoy Valdivia"
1955,7,1,159.7,"Pichoy Valdivia"
1955,8,1,166,"Pichoy Valdivia"
1955,9,1,96.8,"Pichoy Valdivia"
1955,10,1,18.3,"Pichoy Valdivia"
1955,11,1,33.8,"Pichoy Valdivia"
1955,12,1,139.8,"Pichoy Valdivia"
1956,1,1,110.2,"Pichoy Valdivia"
1956,2,1,38.4,"Pichoy Valdivia"
1956,3,1,117.7,"Pichoy Valdivia"
1956,4,1,137,"Pichoy Valdivia"
1956,5,1,169.2,"Pichoy Valdivia"
1956,6,1,165.1,"Pichoy Valdivia"
1956,7,1,252.3,"Pichoy Valdivia"
1956,8,1,208.9,"Pichoy Valdivia"
1956,9,1,73.8,"Pichoy Valdivia"
1956,10,1,47.7,"Pichoy Valdivia"
1956,11,1,24.6,"Pichoy Valdivia"
1956,12,1,6.7,"Pichoy Valdivia"
1958,1,1,45.4,"Pichoy Valdivia"
1958,2,1,23.4,"Pichoy Valdivia"
1958,3,1,0,"Pichoy Valdivia"
1958,4,1,135.5,"Pichoy Valdivia"
1958,5,1,426.8,"Pichoy Valdivia"
1958,6,1,285.9,"Pichoy Valdivia"
1958,7,1,294,"Pichoy Valdivia"
1958,8,1,147.9,"Pichoy Valdivia"
1958,9,1,147.3,"Pichoy Valdivia"
1958,10,1,15.4,"Pichoy Valdivia"
1958,11,1,141.2,"Pichoy Valdivia"
1958,12,1,10.9,"Pichoy Valdivia"
1959,1,1,55.5,"Pichoy Valdivia"
1959,2,1,13.3,"Pichoy Valdivia"
1959,3,1,125.8,"Pichoy Valdivia"
1959,4,1,308.9,"Pichoy Valdivia"
1959,5,1,208,"Pichoy Valdivia"
1959,6,1,161,"Pichoy Valdivia"
1959,7,1,297.9,"Pichoy Valdivia"
1959,8,1,137.3,"Pichoy Valdivia"
1959,9,1,172.9,"Pichoy Valdivia"
1959,10,1,138.8,"Pichoy Valdivia"
1959,11,1,13.2,"Pichoy Valdivia"
1959,12,1,8.7,"Pichoy Valdivia"
1960,2,1,16.1,"Pichoy Valdivia"
1960,3,1,37.6,"Pichoy Valdivia"
1960,4,1,57.8,"Pichoy Valdivia"
1960,5,1,249.6,"Pichoy Valdivia"
1960,6,1,187.2,"Pichoy Valdivia"
1960,7,1,354.3,"Pichoy Valdivia"
1960,8,1,134.3,"Pichoy Valdivia"
1960,9,1,108.7,"Pichoy Valdivia"
1960,10,1,153.7,"Pichoy Valdivia"
1960,11,1,45.1,"Pichoy Valdivia"
1960,12,1,70.7,"Pichoy Valdivia"
1961,1,1,181.2,"Pichoy Valdivia"
1961,2,1,37.1,"Pichoy Valdivia"
1961,3,1,79.4,"Pichoy Valdivia"
1961,4,1,90,"Pichoy Valdivia"
1961,5,1,501.4,"Pichoy Valdivia"
1961,6,1,475.1,"Pichoy Valdivia"
1961,7,1,422.5,"Pichoy Valdivia"
1961,8,1,509.5,"Pichoy Valdivia"
1961,9,1,375.9,"Pichoy Valdivia"
1961,10,1,40.6,"Pichoy Valdivia"
1961,11,1,54.1,"Pichoy Valdivia"
1961,12,1,7.6,"Pichoy Valdivia"
1962,1,1,50.7,"Pichoy Valdivia"
1962,2,1,4.4,"Pichoy Valdivia"
1962,3,1,49.8,"Pichoy Valdivia"
1962,4,1,157.7,"Pichoy Valdivia"
1962,5,1,83.4,"Pichoy Valdivia"
1962,6,1,277.8,"Pichoy Valdivia"
1962,12,1,37.4,"Pichoy Valdivia"
1963,2,1,12.8,"Pichoy Valdivia"
1963,3,1,121.2,"Pichoy Valdivia"
1963,4,1,246.2,"Pichoy Valdivia"
1963,5,1,212,"Pichoy Valdivia"
1963,6,1,343.1,"Pichoy Valdivia"
1963,7,1,382.3,"Pichoy Valdivia"
1963,9,1,238.5,"Pichoy Valdivia"
1963,10,1,118.8,"Pichoy Valdivia"
1963,11,1,150.6,"Pichoy Valdivia"
1963,12,1,60.5,"Pichoy Valdivia"
1964,1,1,84.6,"Pichoy Valdivia"
1964,2,1,100.2,"Pichoy Valdivia"
1964,3,1,57.8,"Pichoy Valdivia"
1964,4,1,75.2,"Pichoy Valdivia"
1964,5,1,267.1,"Pichoy Valdivia"
1964,6,1,234.6,"Pichoy Valdivia"
1964,7,1,195.9,"Pichoy Valdivia"
1964,8,1,415,"Pichoy Valdivia"
1964,9,1,220.3,"Pichoy Valdivia"
1964,10,1,82.3,"Pichoy Valdivia"
1964,11,1,44.5,"Pichoy Valdivia"
1964,12,1,171.1,"Pichoy Valdivia"
1965,1,1,37,"Pichoy Valdivia"
1965,2,1,189.4,"Pichoy Valdivia"
1965,3,1,74.5,"Pichoy Valdivia"
1965,4,1,269,"Pichoy Valdivia"
1965,5,1,216.7,"Pichoy Valdivia"
1965,6,1,460.5,"Pichoy Valdivia"
1965,7,1,457,"Pichoy Valdivia"
1965,8,1,434.3,"Pichoy Valdivia"
1965,10,1,192.3,"Pichoy Valdivia"
1965,11,1,0,"Pichoy Valdivia"
1965,12,1,91.6,"Pichoy Valdivia"
1966,1,1,13.7,"Pichoy Valdivia"
1966,2,1,20.6,"Pichoy Valdivia"
1966,3,1,134.4,"Pichoy Valdivia"
1966,4,1,253.6,"Pichoy Valdivia"
1966,5,1,499.1,"Pichoy Valdivia"
1966,6,1,447.8,"Pichoy Valdivia"
1966,7,1,396,"Pichoy Valdivia"
1966,8,1,220.3,"Pichoy Valdivia"
1966,9,1,106.3,"Pichoy Valdivia"
1966,11,1,42.6,"Pichoy Valdivia"
1967,1,1,58.1,"Pichoy Valdivia"
1967,2,1,79.2,"Pichoy Valdivia"
1967,3,1,117,"Pichoy Valdivia"
1967,4,1,42.9,"Pichoy Valdivia"
1967,5,1,398.2,"Pichoy Valdivia"
1967,6,1,162.3,"Pichoy Valdivia"
1967,7,1,311.2,"Pichoy Valdivia"
1967,8,1,367.2,"Pichoy Valdivia"
1967,9,1,159.3,"Pichoy Valdivia"
1967,10,1,136.7,"Pichoy Valdivia"
1967,11,1,45.9,"Pichoy Valdivia"
1967,12,1,37.9,"Pichoy Valdivia"
1968,1,1,3.7,"Pichoy Valdivia"
1968,2,1,108.1,"Pichoy Valdivia"
1968,3,1,36.2,"Pichoy Valdivia"
1968,4,1,73.6,"Pichoy Valdivia"
1968,5,1,133.6,"Pichoy Valdivia"
1968,6,1,119.1,"Pichoy Valdivia"
1968,7,1,253.2,"Pichoy Valdivia"
1968,8,1,218.8,"Pichoy Valdivia"
1968,9,1,118.7,"Pichoy Valdivia"
1968,10,1,85.6,"Pichoy Valdivia"
1968,11,1,127.3,"Pichoy Valdivia"
1968,12,1,147.3,"Pichoy Valdivia"
1969,1,1,9.5,"Pichoy Valdivia"
1969,2,1,58.1,"Pichoy Valdivia"
1969,3,1,16.8,"Pichoy Valdivia"
1969,4,1,219.4,"Pichoy Valdivia"
1969,5,1,225.6,"Pichoy Valdivia"
1969,6,1,281.4,"Pichoy Valdivia"
1969,7,1,576.8,"Pichoy Valdivia"
1969,8,1,415.8,"Pichoy Valdivia"
1969,9,1,199.8,"Pichoy Valdivia"
1969,10,1,136.8,"Pichoy Valdivia"
1969,11,1,80.5,"Pichoy Valdivia"
1969,12,1,42.8,"Pichoy Valdivia"
1970,1,1,25,"Pichoy Valdivia"
1970,2,1,31.2,"Pichoy Valdivia"
1970,3,1,70.6,"Pichoy Valdivia"
1970,4,1,164.2,"Pichoy Valdivia"
1970,5,1,454.6,"Pichoy Valdivia"
1970,6,1,594.9,"Pichoy Valdivia"
1970,7,1,497.9,"Pichoy Valdivia"
1970,8,1,285.7,"Pichoy Valdivia"
1970,9,1,201.9,"Pichoy Valdivia"
1970,10,1,60.1,"Pichoy Valdivia"
1970,11,1,49.6,"Pichoy Valdivia"
1970,12,1,178.9,"Pichoy Valdivia"
1971,1,1,47.6,"Pichoy Valdivia"
1971,2,1,102.3,"Pichoy Valdivia"
1971,3,1,47.6,"Pichoy Valdivia"
1971,4,1,153.5,"Pichoy Valdivia"
1971,5,1,317,"Pichoy Valdivia"
1971,6,1,390.5,"Pichoy Valdivia"
1971,7,1,541.3,"Pichoy Valdivia"
1971,8,1,327.9,"Pichoy Valdivia"
1971,9,1,259.3,"Pichoy Valdivia"
1971,10,1,104.7,"Pichoy Valdivia"
1971,11,1,31,"Pichoy Valdivia"
1971,12,1,202.6,"Pichoy Valdivia"
1972,1,1,79.6,"Pichoy Valdivia"
1972,2,1,16.4,"Pichoy Valdivia"
1972,3,1,127.1,"Pichoy Valdivia"
1972,4,1,58.7,"Pichoy Valdivia"
1972,5,1,551,"Pichoy Valdivia"
1972,6,1,273.4,"Pichoy Valdivia"
1972,7,1,314.7,"Pichoy Valdivia"
1972,8,1,293.2,"Pichoy Valdivia"
1972,9,1,227.4,"Pichoy Valdivia"
1972,10,1,187.7,"Pichoy Valdivia"
1972,11,1,68,"Pichoy Valdivia"
1972,12,1,26.5,"Pichoy Valdivia"
1973,1,1,39.8,"Pichoy Valdivia"
1973,2,1,34.5,"Pichoy Valdivia"
1973,3,1,50.6,"Pichoy Valdivia"
1973,4,1,56.9,"Pichoy Valdivia"
1973,5,1,204.5,"Pichoy Valdivia"
1973,6,1,401.9,"Pichoy Valdivia"
1973,7,1,217.9,"Pichoy Valdivia"
1973,8,1,156,"Pichoy Valdivia"
1973,9,1,71.7,"Pichoy Valdivia"
1973,10,1,178.4,"Pichoy Valdivia"
1973,11,1,11.2,"Pichoy Valdivia"
1973,12,1,28.1,"Pichoy Valdivia"
1974,1,1,99,"Pichoy Valdivia"
1974,2,1,43.1,"Pichoy Valdivia"
1974,3,1,78.4,"Pichoy Valdivia"
1974,4,1,11.1,"Pichoy Valdivia"
1974,5,1,304.8,"Pichoy Valdivia"
1974,6,1,363.3,"Pichoy Valdivia"
1974,7,1,177,"Pichoy Valdivia"
1974,8,1,120.7,"Pichoy Valdivia"
1974,9,1,78.2,"Pichoy Valdivia"
1974,10,1,48.9,"Pichoy Valdivia"
1974,11,1,84.7,"Pichoy Valdivia"
1974,12,1,31.5,"Pichoy Valdivia"
1975,1,1,6.2,"Pichoy Valdivia"
1975,2,1,100.7,"Pichoy Valdivia"
1975,3,1,37.6,"Pichoy Valdivia"
1975,4,1,240.3,"Pichoy Valdivia"
1975,5,1,298,"Pichoy Valdivia"
1975,6,1,239.8,"Pichoy Valdivia"
1975,7,1,248.5,"Pichoy Valdivia"
