"agno","mes","dia","valor","sitio"
2016,7,1,38.6,"Pudahuel Santiago"
2016,8,1,0,"Pudahuel Santiago"
2016,9,1,0,"Pudahuel Santiago"
2016,10,1,12.2,"Pudahuel Santiago"
2016,11,1,0,"Pudahuel Santiago"
2016,12,1,15,"Pudahuel Santiago"
2017,1,1,0,"Pudahuel Santiago"
2017,2,1,0,"Pudahuel Santiago"
2017,3,1,0,"Pudahuel Santiago"
2017,4,1,5,"Pudahuel Santiago"
2017,5,1,46.4,"Pudahuel Santiago"
2017,6,1,42.2,"Pudahuel Santiago"
2017,7,1,18.2,"Pudahuel Santiago"
2017,8,1,34.4,"Pudahuel Santiago"
2017,9,1,16.8,"Pudahuel Santiago"
2017,10,1,18,"Pudahuel Santiago"
2017,11,1,0.2,"Pudahuel Santiago"
2017,12,1,0,"Pudahuel Santiago"
2018,1,1,0,"Pudahuel Santiago"
2018,2,1,0,"Pudahuel Santiago"
2018,3,1,0,"Pudahuel Santiago"
2018,4,1,0,"Pudahuel Santiago"
2018,5,1,9.4,"Pudahuel Santiago"
2018,6,1,37.4,"Pudahuel Santiago"
2018,7,1,47.8,"Pudahuel Santiago"
2018,8,1,3.8,"Pudahuel Santiago"
2018,9,1,15.2,"Pudahuel Santiago"
2018,10,1,3,"Pudahuel Santiago"
2018,11,1,0,"Pudahuel Santiago"
2018,12,1,0.6,"Pudahuel Santiago"
2019,1,1,0,"Pudahuel Santiago"
2019,2,1,0,"Pudahuel Santiago"
2019,3,1,0.2,"Pudahuel Santiago"
2019,4,1,0.6,"Pudahuel Santiago"
2019,5,1,3.9,"Pudahuel Santiago"
2019,6,1,31.3,"Pudahuel Santiago"
2019,7,1,7.3,"Pudahuel Santiago"
2019,8,1,0,"Pudahuel Santiago"
2019,9,1,3.8,"Pudahuel Santiago"
2019,10,1,0.1,"Pudahuel Santiago"
2019,11,1,0,"Pudahuel Santiago"
2019,12,1,0,"Pudahuel Santiago"
2020,1,1,0,"Pudahuel Santiago"
2020,2,1,0,"Pudahuel Santiago"
2020,3,1,0,"Pudahuel Santiago"
2020,4,1,4.7,"Pudahuel Santiago"
2020,5,1,8,"Pudahuel Santiago"
2020,6,1,84.2,"Pudahuel Santiago"
2020,7,1,50.5,"Pudahuel Santiago"
2020,8,1,2.7,"Pudahuel Santiago"
2020,9,1,0,"Pudahuel Santiago"
2020,10,1,0,"Pudahuel Santiago"
2020,11,1,0,"Pudahuel Santiago"
2020,12,1,0,"Pudahuel Santiago"
2021,1,1,29,"Pudahuel Santiago"
2021,2,1,0,"Pudahuel Santiago"
2021,3,1,0.1,"Pudahuel Santiago"
2021,4,1,0.1,"Pudahuel Santiago"
2021,5,1,9,"Pudahuel Santiago"
2021,6,1,16.1,"Pudahuel Santiago"
2021,7,1,0,"Pudahuel Santiago"
2021,8,1,13.8,"Pudahuel Santiago"
2021,9,1,2.7,"Pudahuel Santiago"
2021,10,1,5.1,"Pudahuel Santiago"
2021,11,1,0,"Pudahuel Santiago"
2021,12,1,0,"Pudahuel Santiago"
2022,1,1,0,"Pudahuel Santiago"
2022,2,1,0.8,"Pudahuel Santiago"
2022,3,1,0,"Pudahuel Santiago"
2022,4,1,19.2,"Pudahuel Santiago"
2022,5,1,0,"Pudahuel Santiago"
2022,6,1,22.5,"Pudahuel Santiago"
2022,7,1,58.2,"Pudahuel Santiago"
2022,8,1,14.8,"Pudahuel Santiago"
2022,9,1,4.8,"Pudahuel Santiago"
2022,10,1,0,"Pudahuel Santiago"
2022,11,1,0,"Pudahuel Santiago"
2022,12,1,0.1,"Pudahuel Santiago"
2023,1,1,0,"Pudahuel Santiago"
2023,2,1,0,"Pudahuel Santiago"
2023,3,1,0,"Pudahuel Santiago"
2023,4,1,3.9,"Pudahuel Santiago"
2023,5,1,3.4,"Pudahuel Santiago"
2023,6,1,31.4,"Pudahuel Santiago"
2023,7,1,21.9,"Pudahuel Santiago"
2023,8,1,70.3,"Pudahuel Santiago"
2023,9,1,60.3,"Pudahuel Santiago"
2023,10,1,1.1,"Pudahuel Santiago"
2023,11,1,15.4,"Pudahuel Santiago"
2023,12,1,0,"Pudahuel Santiago"
2024,1,1,0,"Pudahuel Santiago"
2024,2,1,1,"Pudahuel Santiago"
2024,3,1,0,"Pudahuel Santiago"
2024,4,1,0.1,"Pudahuel Santiago"
2024,5,1,104.8,"Pudahuel Santiago"
2024,6,1,140.3,"Pudahuel Santiago"
2024,7,1,0,"Pudahuel Santiago"
2024,8,1,68.7,"Pudahuel Santiago"
2024,9,1,6.3,"Pudahuel Santiago"
2024,10,1,5.8,"Pudahuel Santiago"
2024,11,1,0,"Pudahuel Santiago"
2024,12,1,0,"Pudahuel Santiago"
2025,1,1,0,"Pudahuel Santiago"
2025,2,1,0,"Pudahuel Santiago"
2025,3,1,7.6,"Pudahuel Santiago"
2025,4,1,0,"Pudahuel Santiago"
1950,1,1,0,"Manquehue Temuco"
1950,2,1,16.9,"Manquehue Temuco"
1950,3,1,78.3,"Manquehue Temuco"
1950,4,1,266.9,"Manquehue Temuco"
1950,5,1,217.3,"Manquehue Temuco"
1950,6,1,259.2,"Manquehue Temuco"
1950,7,1,122.3,"Manquehue Temuco"
1950,8,1,179.7,"Manquehue Temuco"
1950,9,1,100.9,"Manquehue Temuco"
1950,10,1,48,"Manquehue Temuco"
1950,11,1,82.6,"Manquehue Temuco"
1950,12,1,71.3,"Manquehue Temuco"
1951,1,1,118.4,"Manquehue Temuco"
1951,2,1,49.8,"Manquehue Temuco"
1951,3,1,27.4,"Manquehue Temuco"
1951,4,1,5.8,"Manquehue Temuco"
1951,5,1,394.6,"Manquehue Temuco"
1951,6,1,278.6,"Manquehue Temuco"
1951,7,1,239.3,"Manquehue Temuco"
1951,8,1,73.9,"Manquehue Temuco"
1951,9,1,131.3,"Manquehue Temuco"
1951,10,1,55.2,"Manquehue Temuco"
1951,11,1,80.5,"Manquehue Temuco"
1952,1,1,1.4,"Manquehue Temuco"
1952,2,1,14,"Manquehue Temuco"
1952,3,1,91,"Manquehue Temuco"
1952,4,1,26.4,"Manquehue Temuco"
1952,5,1,159.3,"Manquehue Temuco"
1952,6,1,153.7,"Manquehue Temuco"
1952,7,1,81.8,"Manquehue Temuco"
1952,8,1,80.1,"Manquehue Temuco"
1952,9,1,64.5,"Manquehue Temuco"
1952,10,1,26.1,"Manquehue Temuco"
1952,11,1,42.3,"Manquehue Temuco"
1952,12,1,0,"Manquehue Temuco"
1953,1,1,239.7,"Manquehue Temuco"
1953,2,1,14.8,"Manquehue Temuco"
1953,3,1,62,"Manquehue Temuco"
1953,4,1,59,"Manquehue Temuco"
1953,5,1,264,"Manquehue Temuco"
1953,6,1,428,"Manquehue Temuco"
1953,7,1,405.3,"Manquehue Temuco"
1953,8,1,361,"Manquehue Temuco"
1953,9,1,309.5,"Manquehue Temuco"
1953,10,1,161,"Manquehue Temuco"
1953,11,1,52.5,"Manquehue Temuco"
1953,12,1,98,"Manquehue Temuco"
1954,1,1,19.3,"Manquehue Temuco"
1954,2,1,92,"Manquehue Temuco"
1954,3,1,3,"Manquehue Temuco"
1954,4,1,224,"Manquehue Temuco"
1954,5,1,336,"Manquehue Temuco"
1954,6,1,225.9,"Manquehue Temuco"
1954,7,1,455.5,"Manquehue Temuco"
1954,8,1,264,"Manquehue Temuco"
1954,9,1,121,"Manquehue Temuco"
1954,10,1,113,"Manquehue Temuco"
1954,11,1,37,"Manquehue Temuco"
1954,12,1,106,"Manquehue Temuco"
1956,1,1,195.9,"Manquehue Temuco"
1956,2,1,10,"Manquehue Temuco"
1956,3,1,220,"Manquehue Temuco"
1956,4,1,126.2,"Manquehue Temuco"
1956,5,1,234.8,"Manquehue Temuco"
1958,5,1,118.9,"Manquehue Temuco"
1958,6,1,166.8,"Manquehue Temuco"
1960,1,1,93.5,"Manquehue Temuco"
1960,2,1,2,"Manquehue Temuco"
1960,3,1,60,"Manquehue Temuco"
1960,4,1,61.1,"Manquehue Temuco"
1960,5,1,78,"Manquehue Temuco"
1960,6,1,254,"Manquehue Temuco"
1960,7,1,211.4,"Manquehue Temuco"
1960,8,1,174.9,"Manquehue Temuco"
1960,9,1,78.7,"Manquehue Temuco"
1960,10,1,188.8,"Manquehue Temuco"
1960,11,1,55.9,"Manquehue Temuco"
1960,12,1,42.1,"Manquehue Temuco"
1961,1,1,113.8,"Manquehue Temuco"
1961,2,1,16.6,"Manquehue Temuco"
1961,3,1,50.7,"Manquehue Temuco"
1961,4,1,59.9,"Manquehue Temuco"
1961,5,1,198.2,"Manquehue Temuco"
1961,6,1,140.1,"Manquehue Temuco"
1961,7,1,229.8,"Manquehue Temuco"
1962,9,1,77.2,"Manquehue Temuco"
1962,10,1,42.2,"Manquehue Temuco"
1962,11,1,58.4,"Manquehue Temuco"
1962,12,1,2,"Manquehue Temuco"
1963,1,1,17.2,"Manquehue Temuco"
1963,2,1,41.6,"Manquehue Temuco"
1963,3,1,71.6,"Manquehue Temuco"
1963,4,1,79.9,"Manquehue Temuco"
1963,5,1,132.6,"Manquehue Temuco"
1963,6,1,166.9,"Manquehue Temuco"
1963,7,1,147.6,"Manquehue Temuco"
1963,8,1,225.2,"Manquehue Temuco"
1963,9,1,92.3,"Manquehue Temuco"
1963,10,1,178.8,"Manquehue Temuco"
1963,11,1,71.3,"Manquehue Temuco"
1963,12,1,27.8,"Manquehue Temuco"
1964,1,1,57.8,"Manquehue Temuco"
1964,2,1,47.7,"Manquehue Temuco"
1964,3,1,34,"Manquehue Temuco"
1964,4,1,28.2,"Manquehue Temuco"
1964,5,1,181.9,"Manquehue Temuco"
1964,6,1,162.6,"Manquehue Temuco"
1964,7,1,81.1,"Manquehue Temuco"
1964,8,1,133.7,"Manquehue Temuco"
1964,9,1,40.9,"Manquehue Temuco"
1964,10,1,64.7,"Manquehue Temuco"
1964,11,1,52.4,"Manquehue Temuco"
1964,12,1,121,"Manquehue Temuco"
1965,1,1,38.2,"Manquehue Temuco"
1965,2,1,94.8,"Manquehue Temuco"
1965,3,1,5.1,"Manquehue Temuco"
1965,4,1,139.3,"Manquehue Temuco"
1965,5,1,155,"Manquehue Temuco"
1965,6,1,176.2,"Manquehue Temuco"
1965,7,1,170.7,"Manquehue Temuco"
1965,8,1,263.1,"Manquehue Temuco"
1965,9,1,46.6,"Manquehue Temuco"
1965,10,1,84.1,"Manquehue Temuco"
1965,11,1,154.3,"Manquehue Temuco"
1965,12,1,67.9,"Manquehue Temuco"
1966,1,1,3.5,"Manquehue Temuco"
1966,2,1,13.5,"Manquehue Temuco"
1966,3,1,88.4,"Manquehue Temuco"
1966,4,1,185.9,"Manquehue Temuco"
1966,5,1,99.2,"Manquehue Temuco"
1966,6,1,241.4,"Manquehue Temuco"
1966,7,1,180.7,"Manquehue Temuco"
1966,8,1,107.5,"Manquehue Temuco"
1966,9,1,58.6,"Manquehue Temuco"
1966,10,1,138.2,"Manquehue Temuco"
1966,11,1,53.7,"Manquehue Temuco"
1966,12,1,170.1,"Manquehue Temuco"
1967,1,1,52.8,"Manquehue Temuco"
1967,2,1,56.8,"Manquehue Temuco"
1967,3,1,22.8,"Manquehue Temuco"
1967,4,1,29.9,"Manquehue Temuco"
1967,5,1,222.4,"Manquehue Temuco"
1967,6,1,104.5,"Manquehue Temuco"
1967,7,1,257.3,"Manquehue Temuco"
1967,8,1,151.5,"Manquehue Temuco"
1967,9,1,90.6,"Manquehue Temuco"
1967,10,1,78.3,"Manquehue Temuco"
1967,11,1,47.6,"Manquehue Temuco"
1967,12,1,27.7,"Manquehue Temuco"
1968,1,1,5.3,"Manquehue Temuco"
1968,2,1,64.7,"Manquehue Temuco"
1968,3,1,40,"Manquehue Temuco"
1968,4,1,112.1,"Manquehue Temuco"
1968,5,1,81.4,"Manquehue Temuco"
1968,6,1,50.5,"Manquehue Temuco"
1968,7,1,47.4,"Manquehue Temuco"
1968,8,1,133.5,"Manquehue Temuco"
1968,9,1,191.2,"Manquehue Temuco"
1968,10,1,75.5,"Manquehue Temuco"
1968,11,1,39.1,"Manquehue Temuco"
1968,12,1,134.3,"Manquehue Temuco"
1969,1,1,4.1,"Manquehue Temuco"
1969,2,1,46.9,"Manquehue Temuco"
1969,3,1,8.7,"Manquehue Temuco"
1969,4,1,148.7,"Manquehue Temuco"
1969,5,1,92.3,"Manquehue Temuco"
1969,6,1,146.1,"Manquehue Temuco"
1969,7,1,228.5,"Manquehue Temuco"
1969,8,1,152.4,"Manquehue Temuco"
1969,9,1,100.5,"Manquehue Temuco"
1969,10,1,127.4,"Manquehue Temuco"
1969,11,1,63.9,"Manquehue Temuco"
1969,12,1,11.3,"Manquehue Temuco"
1970,1,1,36.6,"Manquehue Temuco"
1970,2,1,13.4,"Manquehue Temuco"
1970,3,1,66.1,"Manquehue Temuco"
1970,4,1,81.3,"Manquehue Temuco"
1970,5,1,134.6,"Manquehue Temuco"
1970,6,1,210.2,"Manquehue Temuco"
1970,7,1,210.8,"Manquehue Temuco"
1970,8,1,122.6,"Manquehue Temuco"
1970,9,1,68.8,"Manquehue Temuco"
1970,10,1,34.3,"Manquehue Temuco"
1970,11,1,39.9,"Manquehue Temuco"
1970,12,1,85.9,"Manquehue Temuco"
1971,1,1,82.9,"Manquehue Temuco"
1971,2,1,72,"Manquehue Temuco"
1971,3,1,46.4,"Manquehue Temuco"
1971,4,1,95.5,"Manquehue Temuco"
1971,5,1,164.1,"Manquehue Temuco"
1971,6,1,227.9,"Manquehue Temuco"
1971,7,1,209.9,"Manquehue Temuco"
1971,8,1,164.3,"Manquehue Temuco"
1971,9,1,75,"Manquehue Temuco"
1971,10,1,52.2,"Manquehue Temuco"
1971,11,1,33.9,"Manquehue Temuco"
1971,12,1,113.7,"Manquehue Temuco"
1972,1,1,33.5,"Manquehue Temuco"
1972,2,1,9,"Manquehue Temuco"
1972,3,1,48.7,"Manquehue Temuco"
1972,4,1,53.3,"Manquehue Temuco"
1972,5,1,256,"Manquehue Temuco"
1972,6,1,134.3,"Manquehue Temuco"
1972,7,1,172.4,"Manquehue Temuco"
1972,8,1,160.3,"Manquehue Temuco"
1972,9,1,189.1,"Manquehue Temuco"
1972,10,1,158.4,"Manquehue Temuco"
1972,11,1,47.7,"Manquehue Temuco"
1972,12,1,33,"Manquehue Temuco"
1973,1,1,30.5,"Manquehue Temuco"
1973,2,1,27.2,"Manquehue Temuco"
1973,3,1,37.3,"Manquehue Temuco"
1973,4,1,59.6,"Manquehue Temuco"
1973,5,1,126.3,"Manquehue Temuco"
1973,6,1,267.5,"Manquehue Temuco"
1973,7,1,121.8,"Manquehue Temuco"
1973,8,1,128.2,"Manquehue Temuco"
1973,9,1,67,"Manquehue Temuco"
1973,10,1,186.9,"Manquehue Temuco"
1973,11,1,11.8,"Manquehue Temuco"
1973,12,1,65.2,"Manquehue Temuco"
1974,1,1,96.6,"Manquehue Temuco"
1974,2,1,34.3,"Manquehue Temuco"
1974,3,1,41.2,"Manquehue Temuco"
1974,4,1,1.9,"Manquehue Temuco"
1974,5,1,150.8,"Manquehue Temuco"
1974,6,1,267.4,"Manquehue Temuco"
1974,7,1,122.4,"Manquehue Temuco"
1974,8,1,97.4,"Manquehue Temuco"
1974,9,1,62.6,"Manquehue Temuco"
1974,10,1,24.7,"Manquehue Temuco"
1974,11,1,43.4,"Manquehue Temuco"
1974,12,1,47.4,"Manquehue Temuco"
1975,1,1,5.6,"Manquehue Temuco"
1975,2,1,45.6,"Manquehue Temuco"
1975,3,1,14.5,"Manquehue Temuco"
1975,4,1,124.3,"Manquehue Temuco"
1975,5,1,155.1,"Manquehue Temuco"
1975,6,1,178.1,"Manquehue Temuco"
1975,7,1,154,"Manquehue Temuco"
1975,8,1,156.3,"Manquehue Temuco"
1975,9,1,73.1,"Manquehue Temuco"
1975,10,1,66.1,"Manquehue Temuco"
1975,11,1,69.7,"Manquehue Temuco"
1975,12,1,42.4,"Manquehue Temuco"
1976,1,1,44.7,"Manquehue Temuco"
1976,2,1,64.5,"Manquehue Temuco"
1976,3,1,41.5,"Manquehue Temuco"
1976,4,1,13.6,"Manquehue Temuco"
1976,5,1,90.2,"Manquehue Temuco"
1976,6,1,236.5,"Manquehue Temuco"
1976,7,1,109.4,"Manquehue Temuco"
1976,8,1,81.1,"Manquehue Temuco"
1976,9,1,55.9,"Manquehue Temuco"
1976,10,1,87.7,"Manquehue Temuco"
1976,11,1,103.2,"Manquehue Temuco"
1976,12,1,98.3,"Manquehue Temuco"
1977,1,1,71.3,"Manquehue Temuco"
1977,2,1,13.7,"Manquehue Temuco"
1977,3,1,51.2,"Manquehue Temuco"
1977,4,1,113.3,"Manquehue Temuco"
1977,5,1,267,"Manquehue Temuco"
1977,6,1,236.8,"Manquehue Temuco"
1977,7,1,306.9,"Manquehue Temuco"
1977,8,1,113.3,"Manquehue Temuco"
1977,9,1,106.9,"Manquehue Temuco"
1977,10,1,90.7,"Manquehue Temuco"
1977,11,1,113.8,"Manquehue Temuco"
1977,12,1,62.8,"Manquehue Temuco"
1978,1,1,40.3,"Manquehue Temuco"
1978,2,1,11.4,"Manquehue Temuco"
1978,3,1,9.1,"Manquehue Temuco"
1978,4,1,8,"Manquehue Temuco"
1978,5,1,159.8,"Manquehue Temuco"
1978,6,1,142,"Manquehue Temuco"
1978,7,1,414.9,"Manquehue Temuco"
1978,8,1,100.2,"Manquehue Temuco"
1978,9,1,222.7,"Manquehue Temuco"
1978,10,1,157.4,"Manquehue Temuco"
1978,11,1,59.7,"Manquehue Temuco"
1978,12,1,2.4,"Manquehue Temuco"
1979,1,1,0,"Manquehue Temuco"
1979,2,1,51.5,"Manquehue Temuco"
1979,3,1,14.4,"Manquehue Temuco"
1979,4,1,32.7,"Manquehue Temuco"
1979,5,1,165.6,"Manquehue Temuco"
1979,6,1,82.9,"Manquehue Temuco"
1979,7,1,167.2,"Manquehue Temuco"
1979,8,1,253.7,"Manquehue Temuco"
1979,9,1,132.5,"Manquehue Temuco"
1979,10,1,59.5,"Manquehue Temuco"
1979,11,1,145.9,"Manquehue Temuco"
1979,12,1,77.6,"Manquehue Temuco"
1980,1,1,2.7,"Manquehue Temuco"
1980,2,1,138.8,"Manquehue Temuco"
1980,3,1,47.2,"Manquehue Temuco"
1980,4,1,199.8,"Manquehue Temuco"
1980,5,1,381.9,"Manquehue Temuco"
1980,6,1,208.5,"Manquehue Temuco"
1980,7,1,168,"Manquehue Temuco"
1980,8,1,135.8,"Manquehue Temuco"
1980,9,1,85.8,"Manquehue Temuco"
1980,10,1,4.2,"Manquehue Temuco"
1980,11,1,49.9,"Manquehue Temuco"
1980,12,1,74.4,"Manquehue Temuco"
1981,1,1,144.5,"Manquehue Temuco"
1981,2,1,13.3,"Manquehue Temuco"
1981,3,1,57.4,"Manquehue Temuco"
1981,4,1,116,"Manquehue Temuco"
1981,5,1,284.6,"Manquehue Temuco"
1981,6,1,156.7,"Manquehue Temuco"
1981,7,1,126.6,"Manquehue Temuco"
1981,8,1,83.9,"Manquehue Temuco"
1981,9,1,86.2,"Manquehue Temuco"
1981,10,1,25.1,"Manquehue Temuco"
1981,11,1,21.9,"Manquehue Temuco"
1981,12,1,40.7,"Manquehue Temuco"
1982,1,1,112.7,"Manquehue Temuco"
1982,2,1,74.7,"Manquehue Temuco"
1982,3,1,53.4,"Manquehue Temuco"
1982,4,1,36.5,"Manquehue Temuco"
1982,5,1,154.4,"Manquehue Temuco"
1982,6,1,225.7,"Manquehue Temuco"
1982,7,1,222.8,"Manquehue Temuco"
1982,8,1,122.1,"Manquehue Temuco"
1982,9,1,120.1,"Manquehue Temuco"
1982,10,1,100,"Manquehue Temuco"
1982,11,1,49.4,"Manquehue Temuco"
1982,12,1,1.6,"Manquehue Temuco"
1983,1,1,26.2,"Manquehue Temuco"
1983,2,1,3.3,"Manquehue Temuco"
1983,3,1,30.2,"Manquehue Temuco"
1983,4,1,119.9,"Manquehue Temuco"
1983,5,1,135,"Manquehue Temuco"
1983,6,1,161.5,"Manquehue Temuco"
1983,7,1,110.2,"Manquehue Temuco"
1983,8,1,100.9,"Manquehue Temuco"
1983,9,1,131.4,"Manquehue Temuco"
1983,10,1,57,"Manquehue Temuco"
1983,11,1,2.7,"Manquehue Temuco"
1983,12,1,7.1,"Manquehue Temuco"
1984,1,1,36.8,"Manquehue Temuco"
1984,2,1,54.3,"Manquehue Temuco"
1984,3,1,20.8,"Manquehue Temuco"
1984,4,1,34,"Manquehue Temuco"
1984,5,1,377.9,"Manquehue Temuco"
1984,6,1,182.7,"Manquehue Temuco"
1984,7,1,181.4,"Manquehue Temuco"
1984,8,1,75.8,"Manquehue Temuco"
1984,9,1,84.3,"Manquehue Temuco"
1984,10,1,180.2,"Manquehue Temuco"
1984,11,1,42.1,"Manquehue Temuco"
1984,12,1,17.1,"Manquehue Temuco"
1985,1,1,71.9,"Manquehue Temuco"
1985,2,1,27.8,"Manquehue Temuco"
1985,3,1,48.4,"Manquehue Temuco"
1985,4,1,120.7,"Manquehue Temuco"
1985,5,1,297.9,"Manquehue Temuco"
1985,6,1,119.8,"Manquehue Temuco"
1985,7,1,117.2,"Manquehue Temuco"
1985,8,1,91.5,"Manquehue Temuco"
1985,9,1,135.6,"Manquehue Temuco"
1985,10,1,69.1,"Manquehue Temuco"
1985,11,1,73.6,"Manquehue Temuco"
1985,12,1,2.1,"Manquehue Temuco"
1986,1,1,22.5,"Manquehue Temuco"
1986,2,1,100.8,"Manquehue Temuco"
1986,3,1,85.1,"Manquehue Temuco"
1986,4,1,125.7,"Manquehue Temuco"
1986,5,1,202.7,"Manquehue Temuco"
1986,6,1,150.3,"Manquehue Temuco"
1986,7,1,86.6,"Manquehue Temuco"
1986,8,1,198.9,"Manquehue Temuco"
1986,9,1,31.3,"Manquehue Temuco"
1986,10,1,55.6,"Manquehue Temuco"
1986,11,1,154,"Manquehue Temuco"
1986,12,1,3,"Manquehue Temuco"
1987,1,1,5.8,"Manquehue Temuco"
1987,2,1,7.4,"Manquehue Temuco"
1987,3,1,83,"Manquehue Temuco"
1987,4,1,62.5,"Manquehue Temuco"
1987,5,1,121.8,"Manquehue Temuco"
1987,6,1,137.6,"Manquehue Temuco"
1987,7,1,210.4,"Manquehue Temuco"
1987,8,1,111,"Manquehue Temuco"
1987,9,1,90.6,"Manquehue Temuco"
1987,10,1,99.1,"Manquehue Temuco"
1987,11,1,50.1,"Manquehue Temuco"
1987,12,1,28.2,"Manquehue Temuco"
1988,1,1,41.3,"Manquehue Temuco"
1988,2,1,0,"Manquehue Temuco"
1988,3,1,95.9,"Manquehue Temuco"
1988,4,1,50.4,"Manquehue Temuco"
1988,5,1,65.5,"Manquehue Temuco"
1988,6,1,164.4,"Manquehue Temuco"
1988,7,1,86.3,"Manquehue Temuco"
1988,8,1,169.1,"Manquehue Temuco"
1988,9,1,45,"Manquehue Temuco"
1988,10,1,99.2,"Manquehue Temuco"
1988,11,1,19.9,"Manquehue Temuco"
1988,12,1,36.3,"Manquehue Temuco"
1989,1,1,18.4,"Manquehue Temuco"
1989,2,1,17.1,"Manquehue Temuco"
1989,3,1,44.1,"Manquehue Temuco"
1989,4,1,22.9,"Manquehue Temuco"
1989,5,1,50.4,"Manquehue Temuco"
1989,6,1,233.7,"Manquehue Temuco"
1989,7,1,158.1,"Manquehue Temuco"
1989,8,1,139.7,"Manquehue Temuco"
1989,9,1,41,"Manquehue Temuco"
1989,10,1,49.3,"Manquehue Temuco"
1989,11,1,21.3,"Manquehue Temuco"
1989,12,1,114,"Manquehue Temuco"
1990,1,1,11.2,"Manquehue Temuco"
1990,2,1,50.4,"Manquehue Temuco"
1990,3,1,87.8,"Manquehue Temuco"
1990,4,1,71,"Manquehue Temuco"
1990,5,1,202.6,"Manquehue Temuco"
1990,6,1,146.5,"Manquehue Temuco"
1990,7,1,100.8,"Manquehue Temuco"
1990,8,1,80.8,"Manquehue Temuco"
1990,9,1,153.8,"Manquehue Temuco"
1990,10,1,89.5,"Manquehue Temuco"
1990,11,1,44.6,"Manquehue Temuco"
1990,12,1,16.8,"Manquehue Temuco"
1991,1,1,38.1,"Manquehue Temuco"
1991,2,1,8.5,"Manquehue Temuco"
1991,3,1,33.2,"Manquehue Temuco"
1991,4,1,154.2,"Manquehue Temuco"
1991,5,1,240,"Manquehue Temuco"
1991,6,1,128.4,"Manquehue Temuco"
1991,7,1,193.1,"Manquehue Temuco"
1991,8,1,76.5,"Manquehue Temuco"
1991,9,1,127.4,"Manquehue Temuco"
1991,10,1,50,"Manquehue Temuco"
1991,11,1,54.1,"Manquehue Temuco"
1991,12,1,129.8,"Manquehue Temuco"
1992,1,1,1.2,"Manquehue Temuco"
1992,2,1,51.2,"Manquehue Temuco"
1992,3,1,46.7,"Manquehue Temuco"
1992,4,1,128.4,"Manquehue Temuco"
1992,5,1,286.3,"Manquehue Temuco"
1992,6,1,290.4,"Manquehue Temuco"
1992,7,1,112.4,"Manquehue Temuco"
1992,8,1,119.4,"Manquehue Temuco"
1992,9,1,159.1,"Manquehue Temuco"
1992,10,1,142.2,"Manquehue Temuco"
1992,11,1,44.9,"Manquehue Temuco"
1992,12,1,87.8,"Manquehue Temuco"
1993,1,1,24.9,"Manquehue Temuco"
1993,2,1,3.8,"Manquehue Temuco"
1993,3,1,61.1,"Manquehue Temuco"
1993,4,1,117.1,"Manquehue Temuco"
1993,5,1,380.4,"Manquehue Temuco"
1993,6,1,185.8,"Manquehue Temuco"
1993,7,1,255.3,"Manquehue Temuco"
1993,8,1,102.8,"Manquehue Temuco"
1993,9,1,62.8,"Manquehue Temuco"
1993,10,1,69.8,"Manquehue Temuco"
1993,11,1,91.2,"Manquehue Temuco"
1993,12,1,70.4,"Manquehue Temuco"
1994,1,1,27.6,"Manquehue Temuco"
1994,2,1,17.3,"Manquehue Temuco"
1994,3,1,23.4,"Manquehue Temuco"
1994,4,1,102.1,"Manquehue Temuco"
1994,5,1,85,"Manquehue Temuco"
1994,6,1,249,"Manquehue Temuco"
1994,7,1,202.4,"Manquehue Temuco"
1994,8,1,51,"Manquehue Temuco"
1994,9,1,115.2,"Manquehue Temuco"
1994,10,1,130.6,"Manquehue Temuco"
1994,11,1,101,"Manquehue Temuco"
1994,12,1,101.9,"Manquehue Temuco"
1995,1,1,27.2,"Manquehue Temuco"
1995,2,1,0.3,"Manquehue Temuco"
1995,3,1,38.2,"Manquehue Temuco"
1995,4,1,173.1,"Manquehue Temuco"
1995,5,1,78.7,"Manquehue Temuco"
1995,6,1,303.1,"Manquehue Temuco"
1995,7,1,207.3,"Manquehue Temuco"
1995,8,1,211.7,"Manquehue Temuco"
1995,9,1,40.4,"Manquehue Temuco"
1995,10,1,94.5,"Manquehue Temuco"
1995,11,1,21.6,"Manquehue Temuco"
1995,12,1,1,"Manquehue Temuco"
1996,1,1,25,"Manquehue Temuco"
1996,2,1,63.7,"Manquehue Temuco"
1996,3,1,69.6,"Manquehue Temuco"
1996,4,1,88.6,"Manquehue Temuco"
1996,5,1,109.8,"Manquehue Temuco"
1996,6,1,101.4,"Manquehue Temuco"
1996,7,1,10.3,"Manquehue Temuco"
1996,8,1,183.4,"Manquehue Temuco"
1996,9,1,26.7,"Manquehue Temuco"
1996,10,1,39.8,"Manquehue Temuco"
1996,11,1,50.6,"Manquehue Temuco"
1996,12,1,22.6,"Manquehue Temuco"
1997,1,1,60.1,"Manquehue Temuco"
1997,2,1,18.3,"Manquehue Temuco"
1997,3,1,4.1,"Manquehue Temuco"
1997,4,1,199.6,"Manquehue Temuco"
1997,5,1,164.1,"Manquehue Temuco"
1997,6,1,285.4,"Manquehue Temuco"
1997,7,1,268.1,"Manquehue Temuco"
1997,8,1,95,"Manquehue Temuco"
1997,9,1,98,"Manquehue Temuco"
1997,10,1,167.7,"Manquehue Temuco"
